AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,LOCATION,Cross Street,LAT,LON
1,Central,182,1,BURGLARY,0,X,X,300 W  OLYMPIC                      BL,,"340,417","-1,182,584"
1,Central,153,1,BURGLARY,18,F,H,200 W  6TH                          ST,,"34,046","-118,251"
9,Van Nuys,991,1,BURGLARY,53,M,O,15000    RAYNETA                      DR,,"341,434","-118,462"
7,Wilshire,713,1,BURGLARY,0,M,O,7600    BEVERLY                      BL,,"340,782","-1,183,573"
11,Northeast,1151,1,BURGLARY,0,X,X,4900    HOLLYWOOD                    BL,,"341,018","-1,182,962"
8,West LA,849,1,BURGLARY,58,M,W,1000 S  ROBERTSON                    BL,,"340,583","-1,183,799"
10,West Valley,1091,1,BURGLARY,49,F,W,3700    GLENEAGLES                   DR,,"341,365","-1,185,636"
1,Central,153,1,BURGLARY,45,M,O,300 W  5TH                          ST,,"340,481","-1,182,507"
1,Central,163,1,BURGLARY,23,F,W,800 S  SPRING                       ST,,"340,438","-1,182,547"
8,West LA,892,1,BURGLARY,32,F,H,2500    SAWTELLE                     BL,,"340,335","-1,184,371"
6,Hollywood,645,1,BURGLARY,0,X,X,1700 N  SYCAMORE                     AV,,"341,015","-1,183,434"
8,West LA,892,1,BURGLARY,58,M,W,2500    SAWTELLE                     BL,,"340,335","-1,184,371"
8,West LA,892,1,BURGLARY,51,F,W,2500    SAWTELLE                     BL,,"340,335","-1,184,371"
2,Rampart,257,1,BURGLARY,55,F,B,600    WITMER                       ST,,"340,549","-1,182,659"
10,West Valley,1078,1,BURGLARY,41,M,O,16400    OTSEGO                       ST,,"341,626","-1,184,899"
8,West LA,836,1,BURGLARY,77,M,W,1800    MANNING                      AV,,"340,521","-1,184,308"
10,West Valley,1094,1,BURGLARY,88,M,W,18300    LAKE ENCINO                  DR,,"341,452","-1,185,306"
7,Wilshire,743,1,BURGLARY,29,M,B,700 S  STANLEY                      AV,,"34,062","-1,183,561"
2,Rampart,249,1,BURGLARY,0,X,X,1000    INGRAHAM                     ST,,"340,512","-1,182,621"
8,West LA,849,1,BURGLARY,0,X,X,8700 W  OLYMPIC                      BL,,"340,594","-1,183,814"
7,Wilshire,778,1,BURGLARY,36,M,W,1600    7TH                          AV,,"340,418","-1,183,248"
8,West LA,841,1,BURGLARY,0,X,X,12000    WILSHIRE                     BL,,"340,453","-118,466"
9,Van Nuys,923,1,BURGLARY,31,M,O,14500    HAMLIN                       ST,,"341,887","-1,184,487"
9,Van Nuys,985,1,BURGLARY,26,M,O,14200    VALLEY VISTA                 BL,,"34,15","-1,184,424"
1,Central,124,1,BURGLARY,0,M,W,200 N  MAIN                         ST,,"340,532","-1,182,425"
4,Hollenbeck,421,1,BURGLARY,0,X,X,5500 N  HUNTINGTON                   DR,,"340,676","-1,182,202"
7,Wilshire,702,1,BURGLARY,39,F,O,7800    MELROSE                      AV,,"340,838","-1,183,595"
9,Van Nuys,943,1,BURGLARY,33,M,O,5800    VAN NUYS                     BL,,"341,757","-1,184,487"
8,West LA,885,1,BURGLARY,0,X,X,2500    MOTOR                        AV,,"340,405","-1,184,139"
1,Central,124,1,BURGLARY,39,M,H,200 N  LOS ANGELES                  ST,,"340,525","-1,182,432"
9,Van Nuys,901,1,BURGLARY,54,M,W,15400    COVELLO                      ST,,"342,076","-1,184,687"
7,Wilshire,723,1,BURGLARY,74,M,K,8200 W  3RD                          ST,,"340,724","-1,183,679"
10,West Valley,1005,1,BURGLARY,79,F,O,17900    KESWICK                      ST,,"342,116","-1,185,236"
10,West Valley,1065,1,BURGLARY,45,F,W,5400    ZELZAH                       AV,,"341,686","-118,522"
10,West Valley,1078,1,BURGLARY,0,M,W,16500 W  VENTURA                      BL,,"341,613","-1,184,917"
4,Hollenbeck,491,1,BURGLARY,0,X,X,2600 E  OLYMPIC                      BL,,"340,253","-1,182,224"
9,Van Nuys,989,1,BURGLARY,32,F,B,4200    FULTON                       AV,,"341,493","-1,184,307"
8,West LA,812,1,BURGLARY,34,M,W,ROCKINGHAM,SUNSET,"340,578","-118,492"
3,Southwest,308,1,BURGLARY,30,M,O,2300    PORTLAND                     ST,,"340,334","-1,182,813"
7,Wilshire,713,1,BURGLARY,32,F,O,400 N  STANLEY                      AV,,"340,782","-1,183,563"
8,West LA,835,1,BURGLARY,41,F,A,1900    MALCOLM                      AV,,"340,478","-1,184,324"
7,Wilshire,701,1,BURGLARY,36,F,O,8400    MELROSE                      PL,,"340,835","-1,183,734"
11,Northeast,1146,1,BURGLARY,40,F,W,1700    BLAKE                        AV,,"340,955","-1,182,418"
6,Hollywood,666,1,BURGLARY,40,M,B,6100    FOUNTAIN                     AV,,"340,944","-1,183,223"
7,Wilshire,743,1,BURGLARY,19,F,O,5600    WILSHIRE                     BL,,"340,592","-1,183,575"
8,West LA,841,1,BURGLARY,0,X,X,12400    ROCHESTER                    AV,,"340,387","-1,184,675"
10,West Valley,1041,1,BURGLARY,71,F,W,5900    TAMPA                        AV,,"341,776","-1,185,535"
8,West LA,899,1,BURGLARY,39,M,O,3100 S  DAKOTA                       DR,,"340,329","-1,183,832"
6,Hollywood,628,1,BURGLARY,0,X,X,6200    FRANKLIN                     AV,,"341,084","-1,183,213"
6,Hollywood,622,1,BURGLARY,54,M,W,1700 N  NICHOLS CANYON               RD,,"341,017","-1,183,582"
5,Harbor,566,1,BURGLARY,62,M,O,300 W  8TH                          ST,,"33,737","-118,284"
11,Northeast,1133,1,BURGLARY,70,F,H,2900    CASITAS                      AV,,"341,109","-1,182,464"
8,West LA,832,1,BURGLARY,30,M,B,11800    WILSHIRE                     BL,,"340,511","-1,184,643"
10,West Valley,1099,1,BURGLARY,53,F,W,3700    ROYAL MEADOW                 RD,,"341,372","-1,184,777"
9,Van Nuys,931,1,BURGLARY,42,M,B,OXNARD                       ST,SEPULVEDA                    BL,"341,841","-1,184,693"
11,Northeast,1102,1,BURGLARY,0,X,X,3100    LOS FELIZ                    BL,,"341,367","-1,182,713"
7,Wilshire,733,1,BURGLARY,44,M,W,5700    WILSHIRE                     BL,,"340,637","-1,183,562"
9,Van Nuys,933,1,BURGLARY,41,F,B,14500    VICTORY                      BL,,"341,867","-1,184,487"
2,Rampart,248,1,BURGLARY,43,M,B,300    COLUMBIA                     AV,,"340,572","-1,182,658"
8,West LA,832,1,BURGLARY,20,F,B,11700    SAN VICENTE                  BL,,"340,536","-1,184,655"
6,Hollywood,645,1,BURGLARY,35,M,O,1700 N  SYCAMORE                     AV,,"341,015","-1,183,434"
11,Northeast,1132,1,BURGLARY,74,M,O,3500    GRIFFITH PARK                BL,,"341,156","-1,182,758"
11,Northeast,1172,1,BURGLARY,35,F,O,1400    SILVER LAKE                  BL,,"340,848","-1,182,712"
4,Hollenbeck,428,1,BURGLARY,0,M,W,3100 N  EASTERN                      AV,,"34,081","-118,178"
7,Wilshire,735,1,BURGLARY,34,F,O,600 S  DUNSMUIR                     AV,,"340,629","-1,183,483"
2,Rampart,205,1,BURGLARY,40,M,W,3000    FANITA                       ST,,"340,813","-1,182,751"
1,Central,111,1,BURGLARY,44,M,H,900 N  HILL                         ST,,"340,644","-1,182,387"
6,Hollywood,657,1,BURGLARY,0,X,X,1000 N  WESTERN                      AV,,"340,888","-1,183,124"
4,Hollenbeck,412,1,BURGLARY,0,M,W,2200    PASADENA                     AV,,"340,752","-1,182,188"
1,Central,185,1,BURGLARY,32,M,O,1100 S  HILL                         ST,,"340,395","-1,182,604"
2,Rampart,212,1,BURGLARY,56,F,B,300 N  WESTMORELAND                 AV,,"340,763","-118,288"
1,Central,111,1,BURGLARY,88,M,O,900 N  HILL                         ST,,"340,644","-1,182,387"
7,Wilshire,702,1,BURGLARY,31,F,H,7700    MELROSE                      AV,,"340,837","-1,183,574"
1,Central,159,1,BURGLARY,35,M,H,1100 E  5TH                          ST,,"340,415","-1,182,374"
8,West LA,848,1,BURGLARY,75,M,W,2300    FOX HILLS                    DR,,"340,508","-118,415"
9,Van Nuys,952,1,BURGLARY,67,M,O,14600    BURBANK                      BL,,"341,721","-1,184,509"
8,West LA,853,1,BURGLARY,30,F,H,1700    SAWTELLE                     BL,,"340,439","-1,184,462"
9,Van Nuys,943,1,BURGLARY,55,M,A,5600    VAN NUYS                     BL,,"341,747","-1,184,442"
6,Hollywood,638,1,BURGLARY,28,F,W,1700    GARFIELD                     PL,,"341,017","-1,183,107"
11,Northeast,1178,1,BURGLARY,0,X,X,1200    CYPRESS                      AV,,"340,922","-1,182,226"
3,Southwest,354,1,BURGLARY,44,M,B,3600    6TH                          AV,,"340,202","-1,183,236"
5,Harbor,529,1,BURGLARY,0,X,X,300 E  D                            ST,,"337,743","-1,182,594"
8,West LA,884,1,BURGLARY,0,X,X,2300    WESTWOOD                     BL,,"340,424","-1,184,305"
6,Hollywood,639,1,BURGLARY,0,X,X,5400 W  HOLLYWOOD                    BL,,"341,036","-1,183,049"
10,West Valley,1078,1,BURGLARY,29,M,O,16700    ADDISON                      ST,,"341,624","-1,184,993"
9,Van Nuys,909,1,BURGLARY,37,F,O,13900    SHERMAN                      WY,,"34,205","-1,184,339"
8,West LA,811,1,BURGLARY,49,M,O,16100 W  SUNSET                       BL,,"340,561","-1,185,512"
1,Central,163,1,BURGLARY,20,M,W,700 S  BROADWAY,,"340,444","-1,182,541"
7,Wilshire,735,1,BURGLARY,27,F,A,600 S  DETROIT                      ST,,"340,649","-1,183,451"
6,Hollywood,636,1,BURGLARY,59,M,W,6600    FRANKLIN                     AV,,"341,052","-1,183,348"
8,West LA,836,1,BURGLARY,77,M,W,1800    MANNING                      AV,,"340,521","-1,184,308"
6,Hollywood,649,1,BURGLARY,0,X,X,5100 W  SUNSET                       BL,,"340,999","-1,183,038"
4,Hollenbeck,407,1,BURGLARY,0,X,X,4500 N  HUNTINGTON                   DR,,"34,084","-1,181,905"
5,Harbor,508,1,BURGLARY,0,M,O,1300 W  SEPULVEDA                    BL,,"338,135","-1,182,992"
7,Wilshire,701,1,BURGLARY,26,F,W,7900    CLINTON                      ST,,"340,817","-1,183,615"
11,Northeast,1119,1,BURGLARY,0,X,X,7300 N  FIGUEROA                     ST,,"341,359","-1,181,885"
6,Hollywood,646,1,BURGLARY,0,X,X,1300 N  HIGHLAND                     AV,,"340,944","-1,183,386"
8,West LA,858,1,BURGLARY,68,M,O,CASHIO,ROBERTSON,"340,523","-1,183,846"
5,Harbor,557,1,BURGLARY,0,X,X,700 W  3RD                          ST,,"337,415","-118,293"
7,Wilshire,765,1,BURGLARY,27,M,W,LA BREA                      AV,SAN VICENTE                  BL,"340,504","-1,183,442"
7,Wilshire,719,1,BURGLARY,73,M,W,400 N  LARCHMONT                    BL,,"340,776","-1,183,237"
1,Central,164,1,BURGLARY,46,M,W,600 S  MAIN                         ST,,"340,448","-1,182,504"
7,Wilshire,765,1,BURGLARY,35,F,B,1300 S  LONGWOOD                     AV,,"340,499","-1,183,416"
5,Harbor,524,1,BURGLARY,22,M,H,1300 W  D                            ST,,"337,733","-1,182,782"
9,Van Nuys,991,1,BURGLARY,68,M,W,3600    STONE CANYON                 AV,,"341,366","-1,184,581"
8,West LA,837,1,BURGLARY,0,X,X,10900    STRATHMORE                   DR,,"340,678","-1,184,512"
11,Northeast,1123,1,BURGLARY,38,M,B,2800    LOS FELIZ                    PL,,"341,262","-1,182,627"
2,Rampart,217,1,BURGLARY,19,X,X,1600    PALO ALTO                    ST,,"340,691","-1,182,613"
9,Van Nuys,969,1,BURGLARY,71,F,W,5300    LEGHORN                      AV,,"341,667","-118,416"
9,Van Nuys,904,1,BURGLARY,44,M,O,15100    RAYMER                       ST,,"342,138","-1,184,618"
9,Van Nuys,914,1,BURGLARY,38,M,W,15100    SHERMAN                      WY,,"342,011","-1,184,623"
11,Northeast,1145,1,BURGLARY,37,M,A,2300    RIVERSIDE                    DR,,"341,034","-1,182,524"
6,Hollywood,649,1,BURGLARY,31,M,W,1600 N  NORMANDIE                    AV,,"340,999","-1,183,038"
8,West LA,835,1,BURGLARY,0,X,X,1900    MALCOLM                      AV,,"340,478","-1,184,324"
7,Wilshire,721,1,BURGLARY,70,M,B,100 S  ROBERTSON                    BL,,"340,748","-1,183,838"
8,West LA,883,1,BURGLARY,25,F,W,1900 S  SEPULVEDA                    BL,,"34,04","-1,184,393"
8,West LA,853,1,BURGLARY,31,M,A,1700    SAWTELLE                     BL,,"340,439","-1,184,462"
6,Hollywood,676,1,BURGLARY,0,X,X,5900 W  MELROSE                      AV,,"340,853","-1,183,277"
11,Northeast,1174,1,BURGLARY,57,M,W,2100    PARK                         DR,,"340,913","-1,182,467"
10,West Valley,1033,1,BURGLARY,40,M,H,18800    CALVERT                      ST,,"341,819","-1,185,426"
3,Southwest,394,1,BURGLARY,63,M,B,4100    2ND                          AV,,"340,103","-1,183,193"
7,Wilshire,722,1,BURGLARY,28,M,W,100 S  KINGS                        RD,,"340,733","-1,183,721"
8,West LA,898,1,BURGLARY,62,M,H,2600    REYNIER                      AV,,"340,377","-1,183,851"
8,West LA,805,1,BURGLARY,64,M,W,2600 N  CASIANO                      RD,,"341,182","-1,184,743"
6,Hollywood,622,1,BURGLARY,34,M,W,2000    HERCULES                     DR,,"341,058","-1,183,628"
3,Southwest,307,1,BURGLARY,52,F,B,2400 S  VICTORIA                     AV,,"340,332","-1,183,362"
6,Hollywood,638,1,BURGLARY,0,X,X,5700 W  HOLLYWOOD                    BL,,"341,038","-1,183,151"
8,West LA,881,1,BURGLARY,54,M,H,11600 W  OLYMPIC                      BL,,"340,354","-118,446"
5,Harbor,524,1,BURGLARY,0,X,X,1300 W  C                            ST,,"337,718","-1,182,781"
8,West LA,881,1,BURGLARY,39,M,O,11600 W  OLYMPIC                      BL,,"340,354","-118,446"
6,Hollywood,647,1,BURGLARY,61,M,W,1500    VINE                         ST,,"34,098","-1,183,267"
5,Harbor,516,1,BURGLARY,57,F,B,AVALON,PACIFIC COAST                HY,"337,912","-1,182,633"
2,Rampart,281,1,BURGLARY,38,F,W,1200 S  LAKE                         ST,,"340,481","-1,182,836"
2,Rampart,245,1,BURGLARY,55,F,W,600 S  CORONADO                     ST,,"34,061","-1,182,811"
4,Hollenbeck,412,1,BURGLARY,50,M,O,3200    LACY                         ST,,"340,839","-1,182,178"
9,Van Nuys,989,1,BURGLARY,46,F,W,4100    SUNNYSLOPE                   AV,,"341,443","-1,184,272"
7,Wilshire,763,1,BURGLARY,61,M,H,5500    AIRDROME                     ST,,"340,455","-1,183,676"
8,West LA,884,1,BURGLARY,30,F,W,11200 W  PICO                         BL,,"34,036","-1,184,371"
7,Wilshire,745,1,BURGLARY,35,M,H,1000 S  REDONDO                      BL,,"340,568","-1,183,457"
3,Southwest,332,1,BURGLARY,19,X,X,4400 W  JEFFERSON                    BL,,"340,255","-118,345"
9,Van Nuys,935,1,BURGLARY,36,F,H,14100    DELANO                       ST,,"341,826","-1,184,444"
8,West LA,884,1,BURGLARY,0,X,X,10900 W  PICO                         BL,,"340,397","-1,184,295"
3,Southwest,363,1,BURGLARY,32,F,W,3900    SOMERSET                     DR,,"340,135","-1,183,393"
8,West LA,852,1,BURGLARY,0,X,X,11600    SANTA MONICA                 BL,,"340,447","-118,454"
4,Hollenbeck,497,1,BURGLARY,0,X,X,2800 E  11TH                         ST,,"340,217","-1,182,161"
7,Wilshire,753,1,BURGLARY,39,F,H,1000 S  FAIRFAX                      AV,,"340,578","-118,364"
11,Northeast,1145,1,BURGLARY,0,X,X,2300    FLETCHER                     DR,,"341,045","-1,182,592"
9,Van Nuys,941,1,BURGLARY,43,M,B,5900 N  SEPULVEDA                    BL,,"341,778","-1,184,662"
10,West Valley,1063,1,BURGLARY,0,M,W,18300    VENTURA                      BL,,"341,682","-1,185,406"
6,Hollywood,647,1,BURGLARY,18,M,W,1600    VINE                         ST,,"340,998","-1,183,267"
8,West LA,842,1,BURGLARY,0,X,X,11800    TEXAS                        AV,,"340,461","-1,184,609"
5,Harbor,506,1,BURGLARY,0,M,O,1500 W  CARSON                       ST,,"338,315","-1,183,038"
8,West LA,885,1,BURGLARY,78,M,W,2700    MOTOR                        AV,,"340,405","-1,184,139"
11,Northeast,1128,1,BURGLARY,40,M,W,6200    SPRINGVALE                   DR,,"34,124","-1,181,833"
7,Wilshire,758,1,BURGLARY,45,M,W,1000 S  LUCERNE                      BL,,"340,545","-1,183,284"
11,Northeast,1138,1,BURGLARY,0,X,X,6100    PIEDMONT                     AV,,"341,131","-1,181,894"
10,West Valley,1043,1,BURGLARY,67,F,B,18600    HATTERAS                     ST,,"341,772","-1,185,395"
9,Van Nuys,906,1,BURGLARY,0,X,X,7600    VAN NUYS                     BL,,"342,085","-1,184,488"
7,Wilshire,766,1,BURGLARY,27,M,B,1400    NADEAU                       DR,,"340,464","-1,183,331"
8,West LA,853,1,BURGLARY,44,M,W,1700    COLBY                        AV,,"340,417","-1,184,499"
7,Wilshire,723,1,BURGLARY,0,X,X,300 S  FAIRFAX                      AV,,"340,728","-1,183,656"
7,Wilshire,702,1,BURGLARY,61,M,W,800 N  OGDEN                        DR,,"340,854","-1,183,595"
8,West LA,882,1,BURGLARY,0,X,X,2000    SAWTELLE                     BL,,"340,396","-1,184,425"
7,Wilshire,742,1,BURGLARY,23,F,H,WILSHIRE,SAN VICENTE,"340,642","-118,372"
2,Rampart,265,1,BURGLARY,19,X,X,800 S  ALVARADO                     ST,,"340,543","-1,182,782"
6,Hollywood,666,1,BURGLARY,37,M,A,1100    LODI                         PL,,"340,907","-1,183,234"
5,Harbor,529,1,BURGLARY,29,M,A,BERTH 202,BERTH 202,"337,753","-1,182,456"
9,Van Nuys,989,1,BURGLARY,0,X,X,4400    WOODMAN                      AV,,"341,504","-1,184,312"
10,West Valley,1061,1,BURGLARY,0,M,O,19400 W  VENTURA                      BL,,"341,727","-1,185,557"
4,Hollenbeck,448,1,BURGLARY,20,F,H,1500    NIETO                        LN,,"340,575","-1,181,932"
8,West LA,847,1,BURGLARY,86,F,W,2200    PATRICIA                     AV,,"340,474","-1,184,208"
11,Northeast,1142,1,BURGLARY,0,X,X,4600    MELBOURNE                    AV,,"341,036","-1,182,912"
8,West LA,885,1,BURGLARY,69,M,W,10300    DUNLEER                      DR,,"340,363","-1,184,089"
1,Central,111,1,BURGLARY,33,F,H,400 N  GRAND                        AV,,"340,595","-1,182,451"
11,Northeast,1171,1,BURGLARY,0,X,X,3500 W  SUNSET                       BL,,"340,917","-1,182,741"
4,Hollenbeck,473,1,BURGLARY,0,X,X,900 S  SOTO                         ST,,"340,376","-1,182,166"
5,Harbor,514,1,BURGLARY,37,M,H,1200 W  PACIFIC COAST                HY,,"337,904","-118,278"
6,Hollywood,622,1,BURGLARY,30,M,O,2100 N  NICHOLS CANYON               RD,,"341,091","-1,183,602"
9,Van Nuys,989,1,BURGLARY,42,F,O,4200    BENEDICT CANYON              DR,,"341,465","-1,184,315"
6,Hollywood,645,1,BURGLARY,34,M,W,6800    DE LONGPRE                   AV,,"340,962","-1,183,386"
7,Wilshire,738,1,BURGLARY,0,X,X,600 S  MCCADDEN                     PL,,"340,621","-1,183,371"
7,Wilshire,702,1,BURGLARY,40,M,A,7700 W  MELROSE                      AV,,"340,837","-1,183,575"
5,Harbor,507,1,BURGLARY,0,X,X,SEPULVEDA,LOCKNESS,"338,153","-1,183,044"
8,West LA,883,1,BURGLARY,0,X,X,2200 S  SEPULVEDA                    BL,,"34,04","-1,184,393"
8,West LA,892,1,BURGLARY,32,F,O,2500    SAWTELLE                     BL,,"340,328","-1,184,366"
8,West LA,809,1,BURGLARY,30,X,X,9500    GLOAMING                     DR,,"341,162","-1,184,038"
5,Harbor,507,1,BURGLARY,51,M,W,1300 W  SEPULVEDA                    BL,,"338,158","-1,183,053"
10,West Valley,1094,1,BURGLARY,46,M,O,18200    KAREN                        DR,,"341,552","-1,185,299"
7,Wilshire,701,1,BURGLARY,37,F,B,8400    MELROSE                      PL,,"340,835","-1,183,734"
9,Van Nuys,971,1,BURGLARY,79,M,W,4600    KESTER                       AV,,"341,564","-118,463"
1,Central,192,1,BURGLARY,0,X,X,1700 S  HILL                         ST,,"340,363","-1,182,672"
8,West LA,882,1,BURGLARY,52,F,H,1900    SAWTELLE                     BL,,"34,041","-1,184,437"
8,West LA,827,1,BURGLARY,0,X,X,11700 W  SUNSET                       BL,,"340,646","-1,184,707"
9,Van Nuys,969,1,BURGLARY,40,M,H,12800 W  RIVERSIDE                    DR,,"341,576","-1,184,122"
7,Wilshire,711,1,BURGLARY,49,M,O,8300    BEVERLY                      BL,,"340,782","-1,183,695"
4,Hollenbeck,479,1,BURGLARY,30,F,H,3700    WHITTIER                     BL,,"340,244","-1,181,934"
6,Hollywood,646,1,BURGLARY,0,X,X,6500 W  SUNSET                       BL,,"340,987","-1,183,337"
6,Hollywood,676,1,BURGLARY,0,X,X,5600    MELROSE                      AV,,"340,853","-1,183,277"
7,Wilshire,743,1,BURGLARY,35,F,O,5800 W  OLYMPIC                      BL,,"340,574","-118,356"
9,Van Nuys,984,1,BURGLARY,35,M,W,14500 W  VENTURA                      BL,,"341,509","-1,184,487"
